assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32005765381,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3127244,3201009008/IF/IAY/3334444,04-02-2020,18152,0,0,0,0,0  ,18152,
32005768051,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1934989,3201009008/IF/IAY/2106317,21-02-2018,17190,0,0,0,0,0  ,17190,
32005769500,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2975971,3201009008/IF/IAY/1350689,29-03-2017,16200,0,0,0,0,0  ,16200,
32005769376,RC,WBM,Construction of Jhama Bats road including earth work from the h/oMadan Ghosh to the Paddey field of ,3201009008/RC/320201060435293,02-02-2018,100197,137987,2226,8908,126853,0  ,238184,
32005812105,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248564,3201009008/IF/IAY/3334430,04-02-2020,18334,0,0,0,0,0  ,18334,
32005812095,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3300099,3201009008/IF/IAY/3334428,04-02-2020,18334,0,0,0,0,0  ,18334,
32005812118,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1335477,3201009008/IF/IAY/3334436,04-02-2020,18334,0,0,0,0,0  ,18334,
32005764892,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4939761,3201009008/IF/IAY/3244347,26-11-2019,17736,0,0,0,0,0  ,17736,
32005767760,wc,Renovation of Fisheries Ponds for Community,Excavation of a Farm Pond of Dignagar Gram Panchayet at Chabighata & Singerpara under Dignagar GP.,3201009008/WC/321002040868887,18-09-2019,275170,10600.5,0,10600.5,0,0  ,285770.5,
32005812111,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3252529,3201009008/IF/IAY/3334434,15-01-2020,18334,0,0,0,0,0  ,18334,
32005764859,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3281665,3201009008/IF/IAY/3334437,04-02-2020,18152,0,0,0,0,0  ,18152,
32005812142,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4812521,3201009008/IF/IAY/3334447,15-01-2020,15478,0,0,0,0,0  ,15478,
32005763841,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5382464,3201009008/IF/IAY/3244478,26-11-2019,17970,0,0,0,0,0  ,17970,
32005812151,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2342133,3201009008/IF/IAY/3334450,04-02-2020,15478,0,0,0,0,0  ,15478,
32005812301,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1746767,3201009008/IF/IAY/1346865,12-03-2017,5040,0,0,0,0,0  ,5040,
32005812266,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3008633,3201009008/IF/IAY/1597486,07-08-2017,12600,0,0,0,0,0  ,12600,
32005812430,PMAY,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from the H/O Subhas Biswas to H/O Lakshman Adhi,3201009008/RC/320201060512279,04-02-2019,13370,200186.73,5411,9995,184780.73,0  ,213556.73,
32005764804,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4521393,3201009008/IF/IAY/3244343,26-11-2019,17736,0,0,0,0,0  ,17736,
32005812125,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2346639,3201009008/IF/IAY/3334442,04-02-2020,18334,0,0,0,0,0  ,18334,
32005767595,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3823822,3201009008/IF/IAY/3244370,26-11-2019,17944,0,0,0,0,0  ,17944,
32005769419,WC,Farm Pond,Excavation of a farm pond on the L/O Sambhucharan Ghosh at Modakpara,3201009008/WC/704010339547,15-12-2017,112680,6050,0,4050,2000,0  ,118730,
32005812344,DP,Plantation in Government Premises,Vegetative Fencing at Dignagar Public Library under Dignagar Gram Panchayet,3201009008/DP/22012034423290,16-02-2018,5348,4500,0,0,4500,0  ,9848,
32005873153,Farm Pond,Renovation of Fisheries Ponds for Community,Excavation of a Farm Pond on the L/O Laxmi Rani Biswas at Uttar Hatishala under Dignagar Gram Pancha,3201009008/WC/704010374652,19-09-2018,584147,42250.5,0,39250.5,3000,0  ,626397.5,
32005827168,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5459142,3201009008/IF/IAY/3243945,26-11-2019,17476,0,0,0,0,0  ,17476,
32005929991,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2508400,3201009008/IF/IAY/1625181,07-08-2017,12060,0,0,0,0,0  ,12060,
32005812423,RC,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from the H/O Bikash Mondal to H/O Subhas Biswas,3201009008/RC/320201060512267,04-02-2019,13370,200060.73,0,15280,184780.73,0  ,213430.73,
32005812455,RC,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from the H/O Basudeb Biswas to H/O Basanti Bisw,3201009008/RC/320201060512369,04-02-2019,12606,217133.92,8404,5348,203381.92,0  ,229739.92,
32006228188,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2736563,3201009008/IF/IAY/3243500,26-11-2019,18152,0,0,0,0,0  ,18152,
32005824224,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3296273,3201009008/IF/IAY/3334435,04-02-2020,17336,0,0,0,0,0  ,17336,
32005812316,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1237054,3201009008/IF/IAY/1344160,12-03-2017,5040,0,0,0,0,0  ,5040,
32006355338,Dough Poofing,Boundary Line Plantation-Shelter Belt Trees (Comm),Green Garden at Dignagar high School under Madhyam Hatishala at Dignagar G.P,3201009008/DP/22012034470384,05-07-2018,2483,5000,0,0,5000,0  ,7483,
32005812400,WC,Renovtion of Community Ponds for Comm,Excavation of a Farm Pond on the L/O Subas Biswas at Uttar Hatishala under Dignagar Gram Panchayet,3201009008/WC/704010378941,28-09-2018,75990,7297.5,0,4297.5,3000,0  ,83287.5,
32006228194,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4967013,3201009008/IF/IAY/3243480,26-11-2019,16399,0,0,0,0,0  ,16399,
32006401880,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Lutfallesha Bibi at Kaya  under Dignagar GP.,3201009008/IF/321002041037879,31-10-2019,72024,3000,0,0,3000,0  ,75024,
32006401851,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Padma Rani Debnath at Jiogari under Dignagar GP.,3201009008/IF/321002041037866,31-10-2019,82004,3000,0,0,3000,0  ,85004,
32006401792,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Jagannath Ghosh at Chapra Dignagar under Dignagar G,3201009008/IF/321002041026543,25-10-2019,78568,3000,0,0,3000,0  ,81568,
32006402002,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Manik Mondal at Chapra Dignagar  under Dignagar ,3201009008/IF/321002041040880,05-11-2019,53109,3000,0,0,3000,0  ,56109,
32006401763,Plantation,Block Plantation-Forestry Trees-Fields-Individuals,Cultivation Tissue Culture Banana on the land of Shukdeb Biswas at Hatishala under Dignagar Dignagar,3201009008/IF/321002041026507,25-10-2019,105436,3000,0,0,3000,0  ,108436,
32005989093,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2817052,3201009008/IF/IAY/1936315,07-08-2017,12229,0,0,0,0,0  ,12229,
32006402062,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Chayarani Ghosh at Chapra Dignagar under Dignagar G,3201009008/IF/321002041028892,13-10-2019,199062,6724.5,0,3724.5,3000,0  ,205786.5,
32006402099,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Rakhal Ghosh at Ghoshpara under Dignagar Gram Panch,3201009008/IF/321002041028406,05-11-2019,62132,3000,0,0,3000,0  ,65132,
32006402162,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Banana Cultivation on the L/O Brindaban Ghosh at Baliadanga.,3201009008/IF/321002041051690,05-12-2019,55100,3000,0,0,3000,0  ,58100,
32006490930,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Sukumar Biswas at Uttarpara under Dignagar Gram Pan,3201009008/IF/321002041028793,13-10-2019,38528,3859.5,0,859.5,3000,0  ,42387.5,
32005934279,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5311512,3201009008/IF/IAY/3334446,15-01-2020,17136,0,0,0,0,0  ,17136,
32006401975,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Ashok Kr. Seal at Chapra Dignagar under Dignagar Gr,3201009008/IF/321002041029783,17-10-2019,9367,3000,0,0,3000,0  ,12367,
32006401960,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Achintya Biswas at Uttarpara under Dignagar Gram Pa,3201009008/IF/321002041029784,13-10-2019,50542,3286.5,0,286.5,3000,0  ,53828.5,
32006402137,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Banana Cultivation on the L/O Anup Debnath  at Chapra Dignagar.,3201009008/IF/321002041051688,05-12-2019,32052,3573,0,573,3000,0  ,35625,
32006490936,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Nisith Sarkar at Uttar Hatishala under Dignagar Gra,3201009008/IF/321002041028904,25-10-2019,130674,6151.5,0,3151.5,3000,0  ,136825.5,
32006490951,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Tapan Adhikari at Uttar Hatishala under Dignagar,3201009008/IF/321002041037887,31-10-2019,30324,3000,0,0,3000,0  ,33324,
32006490944,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Nimai Debnath at Dignagar under Dignagar Gram Panch,3201009008/IF/321002041034548,25-10-2019,129455,5292,0,2292,3000,0  ,134747,
32006490963,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Ashit Kumar Dewan at Uttarpara under Dignagar GP,3201009008/IF/321002041040397,05-11-2019,23240,3000,0,0,3000,0  ,26240,
32006490970,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Poritosh Biswas at Uttarpara under Dignagar GP.,3201009008/IF/321002041040392,05-11-2019,74946,3000,0,0,3000,0  ,77946,
32006567502,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Tarun Ghosh at Ghoshpara under Dignagar Gram Pancha,3201009008/IF/321002041026554,05-11-2019,91315,4146,0,1146,3000,0  ,95461,
32006401866,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Dulal Ch Ghosh at Baliadanga under Dignagar GP.,3201009008/IF/321002041037882,31-10-2019,101650,3000,0,0,3000,0  ,104650,
32006567509,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Mohitosh Biswas at Madhyam Hatishala under Dignagar,3201009008/IF/321002041028404,17-10-2019,24291,3000,0,0,3000,0  ,27291,
32006567511,IBS,Boundary Plantation of Horti-Trees for Individuals,Cultivation Tissue Culture Banana on the land of Biswanath Ghosh at Chapra Dignagar under Dignagar G,3201009008/IF/321002041028870,13-10-2019,63682,3000,0,0,3000,0  ,66682,
32006490981,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Bhajan Kr. Mondal at Uttarpar under Dignagar GP.,3201009008/IF/321002041054548,11-12-2019,42930,0,0,0,0,0  ,42930,
32006228129,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2353974,3201009008/IF/IAY/3334433,04-02-2020,18360,0,0,0,0,0  ,18360,
32005984350,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5357493,3201009008/IF/IAY/3244377,26-11-2019,16772,0,0,0,0,0  ,16772,
32006567513,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Pintu Debnath at Chapra Dignagar under Dignagar Gra,3201009008/IF/321002041029785,26-11-2019,89378,3000,0,0,3000,0  ,92378,
32006567510,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Laxmi Rani Biswas at Uttarpara under Dignagar Gram ,3201009008/IF/321002041028797,25-10-2019,97511,5578.5,0,2578.5,3000,0  ,103089.5,
32006567514,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Sukumar Seal at Chapra Dignagar under Dignagar Gram,3201009008/IF/321002041029787,17-10-2019,11251,3000,0,0,3000,0  ,14251,
32006401830,Plantion,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Indrajit Biswas at Uttar Hatishala under Dignagar G,3201009008/IF/321002041028172,17-10-2019,40247,3573,0,573,3000,0  ,43820,
32005934235,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4568525,3201009008/IF/IAY/3243922,26-11-2019,17632,0,0,0,0,0  ,17632,
32005933988,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4908128,3201009008/IF/IAY/3243439,28-11-2019,16442,0,0,0,0,0  ,16442,
32006567518,IBS,Boundary Plntation-Farm Forestry Trees(Individual),Cultivation Tissue Culture Banana on the land of Sukumar Debnath at Dignagar under Dignagar Gram Pan,3201009008/IF/321002041034542,25-10-2019,115062,5292,0,2292,3000,0  ,120354,
32006567519,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Tejendra Debnath at Jiolgari under Dignagar GP.,3201009008/IF/321002041037889,01-11-2019,81956,3000,0,0,3000,0  ,84956,
32006567529,IBS,Block Plantation-Hort-Trees in fields-Individuals,"Banana Cultivation on the L/O Amal Kumar Basu at Dignagar,",3201009008/IF/321002041051673,06-12-2019,97576,3000,0,0,3000,0  ,100576,
32006567520,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Arjun Biswas at Uttarpara under Dignagar GP.,3201009008/IF/321002041042509,26-11-2019,45378,3000,0,0,3000,0  ,48378,
32006607974,Road,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from h/o Bijoy Biswas to h/o  Sridam Roy at Utt,3201009008/RC/320201060550452,05-02-2020,8555,8466,0,8466,0,0  ,17021,
32006607981,Road,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from N.H 34 to h/o Subhra Pal Das at Uttar Hati,3201009008/RC/320201060550456,05-02-2020,5903,5406,0,5406,0,0  ,11309,
32006567522,IBS,Block Plantation-Hort-Trees in fields-Individuals,Cultivation of Tissue Culture Banana on the Land of Tejendra nath Seal Sarma at Modakpara under Dign,3201009008/IF/321002041048042,26-11-2019,66378,3000,0,0,3000,0  ,69378,
32005929935,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2283339,3201009008/IF/IAY/1325690,30-03-2017,7380,0,0,0,0,0  ,7380,
32006607991,Road,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from L/O Anil Biswas to H/O Jayanti Ghosh at Ut,3201009008/RC/320201060550458,20-02-2020,21203,19278,0,19278,0,0  ,40481,
32005933240,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2744098,3201009008/IF/IAY/2298563,21-02-2018,15471,0,0,0,0,0  ,15471,
32006608002,Road,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from H/o Sadhan Biswas to H/o Paresh Kanti Bisw,3201009008/RC/320201060553988,26-02-2020,3863,5252.5,0,5252.5,0,0  ,9115.5,
32005929906,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2265259,3201009008/IF/IAY/1315549,04-04-2017,9180,0,0,0,0,0  ,9180,
32006608240,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5349851,3201009008/IF/IAY/3723024,03-03-2020,17136,0,0,0,0,0  ,17136,
32005929964,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2323666,3201009008/IF/IAY/1325826,30-03-2017,16020,0,0,0,0,0  ,16020,
32006608206,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2541771,3201009008/IF/IAY/3723020,24-02-2020,17136,0,0,0,0,0  ,17136,
32006608232,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2296949,3201009008/IF/IAY/3723022,24-02-2020,17136,0,0,0,0,0  ,17136,
32006670719,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5362495,3201009008/IF/IAY/3334451,15-01-2020,17336,0,0,0,0,0  ,17336,
32005872863,Farm Pond,Renovtion of Community Ponds for Comm,"Excavation of Farm Pond on the L/O Padma Debnath, Bidyut Debnath & Mintu Debnath at Jiolgari under D",3201009008/WC/704010378890,27-09-2018,397440,31077,0,28077,3000,0  ,428517,
32006608773,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Banana Cultivation on the L/O Amar Biswas at Goalpara.,3201009008/IF/321002041051699,13-12-2019,16026,3000,0,0,3000,0  ,19026,
32005824719,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3253665,3201009008/IF/IAY/3334443,04-02-2020,17518,0,0,0,0,0  ,17518,
32006751782,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4922555,3201009008/IF/IAY/4117280,06-07-2020,18810,0,0,0,0,0  ,18810,
32006751790,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2763368,3201009008/IF/IAY/4117285,04-08-2020,18810,0,0,0,0,0  ,18810,
32005812439,RC,Constr of Cement Concrete Roads for Comm,Construction of Cement Concrete Road with Earth Work from the H/O Lakshman Adhikary to H/O Basudeb B,3201009008/RC/320201060512330,04-02-2019,13370,200186.73,0,15406,184780.73,0  ,213556.73,
32006751773,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4145214,3201009008/IF/IAY/4117272,10-07-2020,18810,0,0,0,0,0  ,18810,
32006608125,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2353264,3201009008/IF/IAY/3375985,04-02-2020,17136,0,0,0,0,0  ,17136,
32005812287,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3403827,3201009008/IF/IAY/1558433,07-08-2017,10080,0,0,0,0,0  ,10080,
32006751858,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4923977,3201009008/IF/IAY/4117353,06-07-2020,18810,0,0,0,0,0  ,18810,
32006751807,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3066209,3201009008/IF/IAY/4117307,26-06-2020,18810,0,0,0,0,0  ,18810,
32006751844,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4849502,3201009008/IF/IAY/4117331,26-06-2020,18810,0,0,0,0,0  ,18810,
32005812158,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2323532,3201009008/IF/IAY/3334452,04-02-2020,18152,0,0,0,0,0  ,18152,
32006751866,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4953997,3201009008/IF/IAY/4117354,06-07-2020,18810,0,0,0,0,0  ,18810,
32005812133,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3931674,3201009008/IF/IAY/3334445,04-02-2020,18334,0,0,0,0,0  ,18334,
32006751880,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1709255,3201009008/IF/IAY/4117359,24-06-2020,18810,0,0,0,0,0  ,18810,
32006817533,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4525458,3201009008/IF/IAY/4117277,06-07-2020,18864,0,0,0,0,0  ,18864,
32006817514,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3423090,3201009008/IF/IAY/4117276,10-06-2020,18864,0,0,0,0,0  ,18864,
32006751888,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4916665,3201009008/IF/IAY/4117366,26-06-2020,18810,0,0,0,0,0  ,18810,
32006817553,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3628250,3201009008/IF/IAY/4117279,10-06-2020,18864,0,0,0,0,0  ,18864,
32006751832,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2779500,3201009008/IF/IAY/4117320,26-06-2020,18810,0,0,0,0,0  ,18810,
32006817620,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2498113,3201009008/IF/IAY/4117287,10-06-2020,18864,0,0,0,0,0  ,18864,
32005763241,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3859197,3201009008/IF/IAY/3244456,26-11-2019,17736,0,0,0,0,0  ,17736,
32005763707,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5534982,3201009008/IF/IAY/3244465,26-11-2019,17354,0,0,0,0,0  ,17354,
32006817622,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3425182,3201009008/IF/IAY/4117289,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817649,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5281831,3201009008/IF/IAY/4117290,06-07-2020,18864,0,0,0,0,0  ,18864,
32006817688,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5060323,3201009008/IF/IAY/4117292,26-06-2020,18864,0,0,0,0,0  ,18864,
32005763082,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4908155,3201009008/IF/IAY/3244444,28-11-2019,17736,0,0,0,0,0  ,17736,
32006817570,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3633707,3201009008/IF/IAY/4117282,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817759,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3633568,3201009008/IF/IAY/4117302,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817582,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2752251,3201009008/IF/IAY/4117284,10-06-2020,18864,0,0,0,0,0  ,18864,
32005763022,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4491122,3201009008/IF/IAY/3244439,26-11-2019,17736,0,0,0,0,0  ,17736,
32006817810,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4556690,3201009008/IF/IAY/4117309,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817708,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2803993,3201009008/IF/IAY/4117298,30-06-2020,18864,0,0,0,0,0  ,18864,
32006818585,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4929573,3201009008/IF/IAY/4117317,10-07-2020,18864,0,0,0,0,0  ,18864,
32006818569,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3433364,3201009008/IF/IAY/4117313,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817594,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4959649,3201009008/IF/IAY/4117286,06-07-2020,18864,0,0,0,0,0  ,18864,
32006818574,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3794921,3201009008/IF/IAY/4117314,10-06-2020,18864,0,0,0,0,0  ,18864,
32006817742,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5203439,3201009008/IF/IAY/4117301,10-07-2020,18864,0,0,0,0,0  ,18864,
32006833932,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2938797,3201009008/IF/IAY/4117338,06-07-2020,17106,0,0,0,0,0  ,17106,
32006833959,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4745957,3201009008/IF/IAY/4117378,06-07-2020,17106,0,0,0,0,0  ,17106,
32006833950,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2886434,3201009008/IF/IAY/4117342,26-06-2020,17106,0,0,0,0,0  ,17106,
32006834003,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2757807,3201009008/IF/IAY/4117389,26-06-2020,17106,0,0,0,0,0  ,17106,
32006833979,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4806329,3201009008/IF/IAY/4117379,24-06-2020,17106,0,0,0,0,0  ,17106,
32006834061,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2807103,3201009008/IF/IAY/4117425,04-08-2020,17106,0,0,0,0,0  ,17106,
32006834055,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5278317,3201009008/IF/IAY/4117398,26-06-2020,17106,0,0,0,0,0  ,17106,
