scheme_code,completion_date,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003007/IF/IAY/2655923,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2763857 ,09-07-2020,19380,0,16426,0,24-09-2019,16426,0,0,0,0  ,16426,
3214003007/IF/IAY/2067102,28-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4982426 ,28-07-2021,18145,0,18972,0,24-01-2018,18972,0,0,0,0  ,18972,
3214003007/IF/IAY/2655895,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2841297 ,05-07-2020,19380,0,18314,0,24-09-2019,18314,0,0,0,0  ,18314,
3214003007/IF/IAY/1829882,27-05-2021,Construction of IAY House -IAY REG. NO. WB1432055 ,27-05-2021,17100,0,17952,0,29-06-2017,17952,0,0,0,0  ,17952,
3214003007/IF/IAY/2655900,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2040971 ,23-07-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/321002040998523,03-06-2021,EXCAVATION OF LAFAR MANDAL HAPPA ,03-06-2021,247315.27,1500,106319.02,1499,26-08-2019,106319.02,0,0,1499,0  ,107818.02,
3214003007/IF/321002040998518,04-11-2021,EXCAVATION OF GANESH BAURI HAPPA ,04-11-2021,247315.27,1500,227281.16,1499,26-08-2019,227281.16,0,0,1499,0  ,228780.16,
3214003007/IF/IAY/2655905,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1526887 ,23-07-2020,19380,0,18509,0,24-09-2019,18509,0,0,0,0  ,18509,
3214003007/IF/321002040998458,08-12-2021,EXCAVATION OF ALLAD MAHATO HAPPA ,08-12-2021,247315.27,1500,99630,1499,09-09-2019,99630,0,0,1499,0  ,101129,
3214003007/IF/321002040998453,04-11-2021,EXCAVATION OF ARUP MANDAL HAPPA ,04-11-2021,247159.22,1500,170219.51,1499,17-10-2019,170219.51,0,0,1499,0  ,171718.51,
3214003007/IF/IAY/1829868,28-07-2021,Construction of IAY House -IAY REG. NO. WB1168764 ,28-07-2021,17100,0,18972,0,29-06-2017,18972,0,0,0,0  ,18972,
3214003007/IF/321002040998463,08-12-2021,EXCAVATION OF SAMAR MAHATO HAPPA ,08-12-2021,247315.27,1500,108760.015,1499,02-09-2019,108760.015,0,0,1499,0  ,110259.015,
3214003007/IF/321002040998448,08-12-2021,Usharmukti EXCAVATION OF ASIT MUDI HAPPA ,08-12-2021,247315.27,1500,200367,1499,02-09-2019,200367,0,0,1499,0  ,201866,
3214003007/IF/321002040998454,04-11-2021,EXCAVATION OF HIRALAL MANDAL HAPPA ,04-11-2021,246223.21,1500,85813,1499,17-10-2019,85813,0,0,1499,0  ,87312,
3214003007/IF/IAY/1355237,18-07-2018,Construction of IAY House -IAY REG. NO. WB4554408 ,18-07-2018,17100,0,16380,0,06-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/321002040998315,20-05-2021,Usharmukti Excavatio of Sistu Mudi Happa SAAP 19-20 ,20-05-2021,247315.27,1500,248818.98,1499,02-09-2019,248818.98,0,0,1499,0  ,250317.98,
3214003007/IF/IAY/1325388,18-07-2018,Construction of IAY House -IAY REG. NO. WB2198817 ,18-07-2018,17100,0,16953,0,06-03-2017,16953,0,0,0,0  ,16953,
3214003007/IF/321002040998282,20-05-2021,Usharmukti EXCAVATION OF VISHMADEB MUDI HAPPA ,20-05-2021,247486.64,1500,119130.96,1499,16-08-2019,119130.96,0,0,1499,0  ,120629.96,
3214003007/IF/IAY/1303688,18-07-2018,Construction of IAY House -IAY REG. NO. WB5715659 ,18-07-2018,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1303379,18-07-2018,Construction of IAY House -IAY REG. NO. WB5693599 ,18-07-2018,17100,0,10080,0,06-03-2017,10080,0,0,0,0  ,10080,
3214003007/IF/321002040998452,04-11-2021,EXCAVATION OF HARIBOL BAURI HAPPA ,04-11-2021,247315.27,1500,135690.52,1499,02-09-2019,135690.52,0,0,1499,0  ,137189.52,
3214003007/IF/IAY/1301727,18-07-2018,Construction of IAY House -IAY REG. NO. WB5578512 ,18-07-2018,17100,0,16953,0,28-03-2017,16953,0,0,0,0  ,16953,
3214003007/IF/IAY/1829785,11-01-2019,Construction of IAY House -IAY REG. NO. WB1580176 ,11-01-2019,17100,0,17224,0,29-06-2017,17224,0,0,0,0  ,17224,
3214003007/IF/IAY/1301108,11-01-2019,Construction of IAY House -IAY REG. NO. WB5543577 ,11-01-2019,17100,0,17073,0,06-03-2017,17073,0,0,0,0  ,17073,
3214003007/IF/321002040998451,08-12-2021,EXCAVATION OF GANDHI SING SARDAR HAPPA ,08-12-2021,247315.27,1500,112578.95,1499,26-08-2019,112578.95,0,0,1499,0  ,114077.95,
3214003007/IF/IAY/1300437,20-03-2019,Construction of IAY House -IAY REG. NO. WB5497991 ,20-03-2019,17100,0,16269,0,06-03-2017,16269,0,0,0,0  ,16269,
3214003007/IF/IAY/1300853,11-01-2019,Construction of IAY House -IAY REG. NO. WB5527290 ,11-01-2019,17100,0,16457,0,06-03-2017,16457,0,0,0,0  ,16457,
3214003007/IF/IAY/1287523,18-07-2018,Construction of IAY House -IAY REG. NO. WB4810829 ,18-07-2018,17100,0,17107,0,28-03-2017,17107,0,0,0,0  ,17107,
3214003007/IF/IAY/1280894,18-07-2018,Construction of IAY House -IAY REG. NO. WB4447430 ,18-07-2018,17100,0,16200,0,28-03-2017,16200,0,0,0,0  ,16200,
3214003007/IF/IAY/1279252,20-03-2019,Construction of IAY House -IAY REG. NO. WB4360743 ,20-03-2019,17100,0,16497,0,28-03-2017,16497,0,0,0,0  ,16497,
3214003007/IF/IAY/1289922,11-01-2019,Construction of IAY House -IAY REG. NO. WB4931052 ,11-01-2019,17100,0,17070,0,28-03-2017,17070,0,0,0,0  ,17070,
3214003007/IF/IAY/1327958,18-07-2018,Construction of IAY House -IAY REG. NO. WB3538796 ,18-07-2018,17100,0,16200,0,28-03-2017,16200,0,0,0,0  ,16200,
3214003007/IF/IAY/1290800,11-01-2019,Construction of IAY House -IAY REG. NO. WB4974285 ,11-01-2019,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1275391,18-07-2018,Construction of IAY House -IAY REG. NO. WB4110134 ,18-07-2018,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1272844,18-07-2018,Construction of IAY House -IAY REG. NO. WB3968249 ,18-07-2018,17100,0,16942,0,06-03-2017,16942,0,0,0,0  ,16942,
3214003007/IF/IAY/1273035,11-01-2019,Construction of IAY House -IAY REG. NO. WB3977690 ,11-01-2019,17100,0,16740,0,06-03-2017,16740,0,0,0,0  ,16740,
3214003007/IF/IAY/1272589,18-07-2018,Construction of IAY House -IAY REG. NO. WB3958401 ,18-07-2018,17100,0,17640,0,06-03-2017,17640,0,0,0,0  ,17640,
3214003007/IF/IAY/1270331,18-07-2018,Construction of IAY House -IAY REG. NO. WB3830273 ,18-07-2018,17100,0,10388,0,06-03-2017,10388,0,0,0,0  ,10388,
3214003007/IF/IAY/2655918,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2790266 ,23-07-2020,19380,0,15284,0,24-09-2019,15284,0,0,0,0  ,15284,
3214003007/IF/IAY/1297093,11-01-2019,Construction of IAY House -IAY REG. NO. WB5324825 ,11-01-2019,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1272827,18-07-2018,Construction of IAY House -IAY REG. NO. WB3967589 ,18-07-2018,17100,0,16953,0,06-03-2017,16953,0,0,0,0  ,16953,
3214003007/IF/IAY/1253853,18-07-2018,Construction of IAY House -IAY REG. NO. WB3260836 ,18-07-2018,17100,0,16953,0,28-03-2017,16953,0,0,0,0  ,16953,
3214003007/IF/IAY/1250217,18-07-2018,Construction of IAY House -IAY REG. NO. WB3100755 ,18-07-2018,17100,0,17100,0,06-03-2017,17100,0,0,0,0  ,17100,
3214003007/IF/IAY/2655881,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3827897 ,12-06-2020,19380,0,18582,0,24-09-2019,18582,0,0,0,0  ,18582,
3214003007/IF/IAY/1273450,18-07-2018,Construction of IAY House -IAY REG. NO. WB3995698 ,18-07-2018,17100,0,17640,0,06-03-2017,17640,0,0,0,0  ,17640,
3214003007/IF/IAY/2655871,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3785285 ,12-06-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2655884,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3164886 ,05-07-2020,19380,0,18444,0,24-09-2019,18444,0,0,0,0  ,18444,
3214003007/IF/IAY/2655869,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3468309 ,23-07-2020,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003007/IF/IAY/2655870,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3827879 ,09-07-2020,19380,0,15280,0,24-09-2019,15280,0,0,0,0  ,15280,
3214003007/IF/IAY/2655855,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1137113 ,23-07-2020,19380,0,19172,0,24-09-2019,19172,0,0,0,0  ,19172,
3214003007/IF/IAY/2655889,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3993785 ,17-06-2020,19380,0,18483,0,24-09-2019,18483,0,0,0,0  ,18483,
3214003007/IF/IAY/2655883,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2894886 ,28-06-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2655845,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4315204 ,28-06-2020,19380,0,18314,0,24-09-2019,18314,0,0,0,0  ,18314,
3214003007/IF/IAY/2655848,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1001290 ,09-07-2020,19380,0,17259,0,24-09-2019,17259,0,0,0,0  ,17259,
3214003007/IF/IAY/2655844,17-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3983188 ,17-06-2020,19380,0,18582,0,24-09-2019,18582,0,0,0,0  ,18582,
3214003007/IF/IAY/2655827,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4866518 ,28-06-2020,19380,0,18496,0,24-09-2019,18496,0,0,0,0  ,18496,
3214003007/IF/IAY/1269690,11-01-2019,Construction of IAY House -IAY REG. NO. WB3805920 ,11-01-2019,17100,0,16380,0,06-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/2655824,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3967609 ,12-06-2020,19380,0,18483,0,24-09-2019,18483,0,0,0,0  ,18483,
3214003007/IF/IAY/2655825,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3780932 ,23-06-2020,19380,0,18431,0,24-09-2019,18431,0,0,0,0  ,18431,
3214003007/IF/IAY/2655835,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4448913 ,23-07-2020,19380,0,18327,0,24-09-2019,18327,0,0,0,0  ,18327,
3214003007/IF/IAY/2655817,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5402797 ,09-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/321002040998281,20-05-2021,EXCAVATION OF KIRITI BAURI HAPPA ,20-05-2021,247315.27,1500,138725,0,26-08-2019,138725,0,0,0,0  ,138725,
3214003007/IF/IAY/2655801,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1484708 ,23-07-2020,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003007/IF/IAY/2655813,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4277096 ,28-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2655794,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2895122 ,23-07-2020,19380,0,14962,0,24-09-2019,14962,0,0,0,0  ,14962,
3214003007/IF/IAY/2655854,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5576321 ,28-06-2020,19380,0,18366,0,24-09-2019,18366,0,0,0,0  ,18366,
3214003007/IF/IAY/2655814,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3340605 ,05-07-2020,19380,0,16112,0,24-09-2019,16112,0,0,0,0  ,16112,
3214003007/IF/IAY/2655853,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3475320 ,23-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/321002040997907,04-11-2021,Usharmukti Excavation of Raghab Mudi Happa 19-20 SAAP ,04-11-2021,247315.27,1500,241237.09,1499,02-09-2019,241237.09,0,0,1499,0  ,242736.09,
3214003007/IF/IAY/2655815,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1563419 ,09-07-2020,19380,0,18730,0,24-09-2019,18730,0,0,0,0  ,18730,
3214003007/IF/321002040997771,20-05-2021,Usharmukti Excavation of Durjodhan Tudu Happa 19-20 SAAP ,20-05-2021,247322.91,1500,210122.04,1499,26-08-2019,210122.04,0,0,1499,0  ,211621.04,
3214003007/IF/321002040997769,20-05-2021,Usharmukti Excavation of Uprndra Tudu Happa 19-20 SAAP ,20-05-2021,247453.96,1500,99113.78,1499,16-08-2019,99113.78,0,0,1499,0  ,100612.78,
3214003007/IF/22012034543158,20-05-2021,Land Dev. of Haradhan Besra ,20-05-2021,191160,8170,170518.58,8185.5,25-09-2017,170518.58,0,5686.5,2499,0  ,178704.08,
3214003007/IF/22012034615936,20-05-2021,Land Dev. with Recharge Pit of  Sahadeb Bauri ,20-05-2021,100657,5652,89961,5077.5,03-01-2019,89961,0,2578.5,2499,0  ,95038.5,
3214003007/IF/321002040997751,20-05-2021,Usharmukti Excavation of Bapi Gorai Happa 19-20 SAAP ,20-05-2021,247315.27,1500,239778.3,1499,26-08-2019,239778.3,0,0,1499,0  ,241277.3,
3214003007/DP/PP/438217,16-09-2021,30 X 40 Model with plantation at Gopin Majhi Land (Usharmukti) ,16-09-2021,140720.02,51443.51,110035,4383.5,11-07-2019,110035,0,2884.5,1499,0  ,114418.5,
3214003007/IF/321002040997776,20-05-2021,Usharmukti Excavation of Sanatan Saren Happa 19-20 SAAP ,20-05-2021,247453.96,1500,232877.08,1499,16-08-2019,232877.08,0,0,1499,0  ,234376.08,
3214003007/DP/PP/1037524,11-02-2022,UM Thirty forty Plantation Samani Tudu ,11-02-2022,213750.54,25891,115119.1,1224,14-06-2020,115119.1,0,1224,0,0  ,116343.1,
3214003007/DP/PP/435322,18-05-2021,Mix Fruit Orchard at Bahukata Usharmukti ,18-05-2021,245685.99,64972.91,111816,4364,06-08-2019,111816,0,2865,1499,0  ,116180,
3214003007/DP/PP/1037493,08-12-2021,UM Jhantu Bauri Plantation ,08-12-2021,193884.02,48352.6,77709,1530,18-08-2020,77709,0,1530,0,0  ,79239,
3214003007/DP/PP/1037480,13-11-2021,UM Thirty forty Plantation Santosh Kaibarta ,13-11-2021,192496.82,49674.6,105680.2,0,22-08-2020,105680.2,0,0,0,0  ,105680.2,
3214003007/IF/321002040997754,04-11-2021,Farm Pond of Haradhan Mandal 19-20 SAAP ,04-11-2021,396796.49,1500,379696.05,1499,27-09-2019,379696.05,0,0,1499,0  ,381195.05,
3214003007/DP/22012034427321,20-05-2021,Nursery at Nimdiha Sansad ,20-05-2021,197876,149465,114600,129969.5,28-02-2019,114600,0,3151.5,126818,0  ,244569.5,
3214003007/IF/IAY/1279247,18-07-2018,Construction of IAY House -IAY REG. NO. WB4360411 ,18-07-2018,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003007/DP/PP/1037497,08-12-2021,UM Thirty forty Plantation Ranjit Bauri  ,08-12-2021,215664.87,25799,201864.09,306,14-06-2020,201864.09,0,306,0,0  ,202170.09,
3214003007/IF/22012034418737,20-05-2021,Excavation of Haradhan mandal Happa 17-18 ,20-05-2021,69840,4660,0,2499,19-05-2017,0,0,0,2499,0  ,2499,
3214003007/DP/22012034427290,03-06-2021,Road Side Plantation at Shyamnagar  ,03-06-2021,88433,109623,20327.86,80234,06-07-2018,20327.86,0,0,80234,0  ,100561.86,
3214003007/DP/22012034427292,03-06-2021,Road Side Plantation at Jambad ,03-06-2021,88433,109623,14874.18,67667.5,06-07-2018,14874.18,0,286.5,67381,0  ,82541.68,
3214003007/IF/IAY/1244007,18-07-2018,Construction of IAY House -IAY REG. NO. WB2885887 ,18-07-2018,17100,0,17100,0,06-03-2017,17100,0,0,0,0  ,17100,
3214003007/DP/22012034427284,03-06-2021,Road Side Plantation at Bahukata 18-19 ,03-06-2021,88433,96910,19482,79893,06-07-2018,19482,0,573,79320,0  ,99375,
3214003007/IF/IAY/1194534,11-01-2019,Construction of IAY House -IAY REG. NO. WB1669717 ,11-01-2019,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1185647,11-01-2019,Construction of IAY House -IAY REG. NO. WB1490400 ,11-01-2019,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003007/IF/IAY/1183754,18-07-2018,Construction of IAY House -IAY REG. NO. WB1451744 ,18-07-2018,17100,0,17100,0,06-03-2017,17100,0,0,0,0  ,17100,
3214003007/IF/IAY/1141347,11-01-2019,Construction of IAY House -IAY REG. NO. WB2665045 ,11-01-2019,17100,0,17033,0,28-03-2017,17033,0,0,0,0  ,17033,
3214003007/IF/34041053893,15-08-2018,Const.of IAY House of Arun Deogharya 15-16 ,15-08-2018,16530,522,13552,264,27-11-2015,13552,0,264,0,0  ,13816,
3214003007/IF/IAY/1240516,11-01-2019,Construction of IAY House -IAY REG. NO. WB2782306 ,11-01-2019,17100,0,17224,0,06-03-2017,17224,0,0,0,0  ,17224,
3214003007/IF/34041053890,25-08-2018,Const.of IAY House of Ankuri Roy 15-16 ,25-08-2018,16530,522,16089,0,27-11-2015,16089,0,0,0,0  ,16089,
3214003007/IF/34041050337,15-08-2018,Const.of IAY House of Durjadhan Tudu 15-16 ,15-08-2018,16530,522,4224,0,27-11-2015,4224,0,0,0,0  ,4224,
3214003007/DP/PP/440491,20-05-2021,Plantation at the Land of Nibaran Mahato ,20-05-2021,140775.22,46092.51,113244,15489.4,05-08-2019,113244,0,2292,13197.4,0  ,128733.4,
3214003007/DP/PP/1037505,08-12-2021,UM Thirty forty Plantation Deben Mahato ,08-12-2021,215664.87,25799,171258,1224,23-07-2020,171258,0,1224,0,0  ,172482,
3214003007/IF/34041030893,16-08-2018,Const.of IAY house of Puspo Majhi(Bauri)15-16 ,16-08-2018,17100,0,12600,270,27-11-2015,12600,0,270,0,0  ,12870,
3214003007/IF/IAY/2655861,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3507369 ,23-07-2020,19380,0,18756,0,24-09-2019,18756,0,0,0,0  ,18756,
3214003007/IF/34041028504,17-07-2018,Excavation of Modak(Mayarani)Happa 16_17 ,17-07-2018,45584,3820,19712,528,28-10-2016,19712,0,528,0,0  ,20240,
3214003007/IF/34041047219,15-08-2018,Const.of IAY House of Balaram Bauri 15_16 ,15-08-2018,16530,522,15825,0,27-11-2015,15825,0,0,0,0  ,15825,
3214003007/IF/34041028502,17-07-2018,Excavation of Deogharia Happa 16_17 ,17-07-2018,45584,3820,37664,1056,20-05-2016,37664,0,1056,0,0  ,38720,
3214003007/IF/34041028228,17-07-2018,Excavation of Meghnath Bauri Happa 16_17 ,17-07-2018,45584,3820,45584,1320,31-08-2016,45584,0,1320,0,0  ,46904,
3214003007/IF/34040812771,16-08-2018,Const.of IAY House of Bishakha Bauri 15-16 ,16-08-2018,17100,0,15120,270,27-11-2015,15120,0,270,0,0  ,15390,
3214003007/IF/22012034543207,18-10-2018,Land Dev. of Bahadur Bauri ,18-10-2018,93420,5200,8100.4,0,25-09-2017,8100.4,0,0,0,0  ,8100.4,
3214003007/IF/22012034543146,16-08-2018,Land Dev. of Doctor Bauri ,16-08-2018,93420,5200,84780,2700,25-09-2017,84780,0,2700,0,0  ,87480,
3214003007/IF/34041028499,17-07-2018,Excavation of Dhananjoy Kaibarta Happa 16_17 ,17-07-2018,45584,3820,41888,1320,20-05-2016,41888,0,1320,0,0  ,43208,
3214003007/IF/34040749610,17-07-2018,Sarbeswar Mahato Dug Well ,17-07-2018,16308,120682.5,4563,78500,03-03-2014,4563,0,0,78500,0  ,83063,
3214003007/IF/IAY/2655792,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5397295 ,09-07-2020,19380,0,18314,0,24-09-2019,18314,0,0,0,0  ,18314,
3214003007/DP/22012034427323,18-05-2021,Paran Mudi Nursery ,18-05-2021,49278,50683,32852,40781.5,28-02-2019,32852,0,859.5,39922,0  ,73633.5,
3214003007/IF/IAY/2655774,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3968257 ,12-06-2020,19380,0,19133,0,24-09-2019,19133,0,0,0,0  ,19133,
3214003007/IF/IAY/2655765,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3506207 ,09-07-2020,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003007/IF/IAY/2655763,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3100500 ,23-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655761,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2782392 ,23-07-2020,19380,0,18509,0,24-09-2019,18509,0,0,0,0  ,18509,
3214003007/IF/IAY/2655762,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1316034 ,12-06-2020,19380,0,18691,0,24-09-2019,18691,0,0,0,0  ,18691,
3214003007/IF/IAY/2655748,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3806018 ,12-06-2020,19380,0,19315,0,24-09-2019,19315,0,0,0,0  ,19315,
3214003007/IF/IAY/2655744,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3675806 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655750,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2023510 ,05-07-2020,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003007/DP/22012034427315,03-06-2021,Orchard for Guava orchard for Nimdiha ,03-06-2021,257850,30586,77928.17,8784.5,20-07-2018,77928.17,0,2578.5,6206,0  ,86712.67,
3214003007/DP/22012034427283,03-06-2021,Road Side Plantation at Nimdiha 18-19 ,03-06-2021,88433,96910,13370,68618.5,06-07-2018,13370,0,286.5,68332,0  ,81988.5,
3214003007/DP/22012034427293,03-06-2021,Road Side Plantation at Ladhurka (Sansad -V) ,03-06-2021,88433,109623,9932,56486,06-07-2018,9932,0,0,56486,0  ,66418,
3214003007/IF/IAY/2655740,09-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3780282 ,09-06-2020,19380,0,18400,0,24-09-2019,18400,0,0,0,0  ,18400,
3214003007/IF/34040802456,16-08-2018,Const.of IAY house of Malati Bouri 15-16 ,16-08-2018,17100,0,16200,270,27-11-2015,16200,0,270,0,0  ,16470,
3214003007/LD/321002040655155,09-09-2019,Land Dev. of Anil Mahato 17-18 ,09-09-2019,93420,5200,34161,3072,26-10-2017,34161,0,573,2499,0  ,37233,
3214003007/IF/34041039179,17-07-2018,Excavation of Garu Mudi Goriya 2016_17 ,17-07-2018,181984,8044,180400,5544,29-06-2016,180400,0,5544,0,0  ,185944,
3214003007/LD/321002040655149,09-09-2019,Land Dev. of Kista Mandal 17-18 ,09-09-2019,43560,3850,41256,3645,26-10-2017,41256,0,1146,2499,0  ,44901,
3214003007/IF/IAY/2215750,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5563711 ,26-06-2019,18145,0,17381,0,26-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2352837,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5565325 ,09-11-2019,18145,0,13752,0,26-01-2018,13752,0,0,0,0  ,13752,
3214003007/LD/321002040655546,09-09-2019,Land Dev. of Sadhan Mandal 17-18 ,09-09-2019,93240,5470,97983.02,5650.5,26-10-2017,97983.02,0,3151.5,2499,0  ,103633.52,
3214003007/LD/321002040655171,09-09-2019,Land Dev. of Biswajit Mahato 17-18 ,09-09-2019,189360,8170,69875,4692,26-10-2017,69875,0,2193,2499,0  ,74567,
3214003007/IF/IAY/2655738,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2889351 ,05-07-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/22012034542954,16-08-2018,Land Dev. of Ananda Mandal ,16-08-2018,191160,8170,184680.11,5400,25-09-2017,184680.11,0,5400,0,0  ,190080.11,
3214003007/IF/22012034542958,16-08-2018,Land Dev. of Subroto Mondal Saharjuri ,16-08-2018,191160,8170,152280,4590,25-09-2017,152280,0,4590,0,0  ,156870,
3214003007/IF/22012034542994,16-08-2018,Land Dev. of Mahadeb Mandi ,16-08-2018,191160,8170,191160.37,5670,25-09-2017,191160.37,0,5670,0,0  ,196830.37,
3214003007/IF/22012034520807,16-08-2018,Land Dev. Ajay Bauri ,16-08-2018,93240,5470,53740.4,1620,28-08-2017,53740.4,0,1620,0,0  ,55360.4,
3214003007/IF/IAY/2212513,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3812792 ,25-11-2019,18145,0,8404,0,15-01-2018,8404,0,0,0,0  ,8404,
3214003007/IF/22012034520814,16-08-2018,Land Dev. of Ghalu Mandal ,16-08-2018,93240,5470,92702.011,2700,28-08-2017,92702.011,0,2700,0,0  ,95402.011,
3214003007/IF/22012034520798,17-07-2018,Land Dev. of Nagen Mahato ,17-07-2018,93240,5470,93240,2970,28-08-2017,93240,0,2970,0,0  ,96210,
3214003007/LD/321002040655162,09-09-2019,Land Dev. of Naresh Mudi 17-18 ,09-09-2019,189360,8170,187003.88,6138,26-10-2017,187003.88,0,6138,0,0  ,193141.88,
3214003007/IF/22012034520793,26-08-2018,Land Dev. of Youdhistir Mahato ,26-08-2018,93240,5470,93280.5,2700,28-08-2017,93280.5,0,2700,0,0  ,95980.5,
3214003007/IF/22012034472882,16-08-2018,Land Dev.of Ananda Karmakar 17-18 ,16-08-2018,43560,3850,43560,1350,13-06-2017,43560,0,1350,0,0  ,44910,
3214003007/IF/22012034456824,16-08-2018,Const.of IAY House of Sudarshan Mahato 15-16 ,16-08-2018,17100,0,16200,540,27-11-2015,16200,0,540,0,0  ,16740,
3214003007/IF/22012034520779,26-08-2018,Land Dev.of Thakurdas Mahato ,26-08-2018,93240,5470,93240.08,2970,28-08-2017,93240.08,0,2970,0,0  ,96210.08,
